000638,万方发展,Shenzhen,5,医药卫生,501,医疗器械与服务,50102,医疗用品与服务提供商,5010204,医疗保健技术,,
000639,西王食品,Shenzhen,4,主要消费,402,食品、饮料与烟草,40202,包装食品与肉类,4020201,包装食品与肉类,,
000650,仁和药业,Shenzhen,5,医药卫生,502,医药生物,50202,制药,5020202,中药,,
000651,格力电器,Shenzhen,3,可选消费,302,耐用消费品与服装,30201,家庭耐用消费品,3020103,家用电器,300可选,CSI 300 Cons Disc
000652,泰达股份,Shenzhen,2,工业,202,商业服务与用品,20201,商业服务与用品,2020104,工业品贸易商,,
000655,金岭矿业,Shenzhen,1,原材料,101,原材料,10106,钢铁,1010601,钢铁,,
000656,金科股份,Shenzhen,6,金融地产,605,房地产,60501,房地产开发与园区,6050101,房地产开发,300金融,CSI 300 Financials
000657,中钨高新,Shenzhen,1,原材料,101,原材料,10105,有色金属,1010504,稀有金属,,
000659,珠海中富,Shenzhen,1,原材料,101,原材料,10104,容器与包装,1010401,金属与玻璃容器,,
000661,长春高新,Shenzhen,5,医药卫生,502,医药生物,50201,生物科技,5020101,生物科技,300医药,CSI 300 Health Care
000662,天夏智慧,Shenzhen,7,信息技术,701,计算机运用,70102,信息技术服务,7010201,系统集成及IT咨询,,
000663,永安林业,Shenzhen,3,可选消费,302,耐用消费品与服装,30201,家庭耐用消费品,3020102,家庭装饰品,,
000665,湖北广电,Shenzhen,3,可选消费,304,传媒,30401,传媒,3040102,广播与有线电视,,
000666,经纬纺机,Shenzhen,6,金融地产,603,资本市场,60301,资本市场,6030101,资产管理与托管银行,,
000667,美好置业,Shenzhen,6,金融地产,605,房地产,60501,房地产开发与园区,6050101,房地产开发,,
000668,荣丰控股,Shenzhen,6,金融地产,605,房地产,60501,房地产开发与园区,6050101,房地产开发,,
000669,金鸿控股,Shenzhen,9,公用事业,901,公用事业,90102,燃气,9010201,燃气,,
000670,*ST盈方,Shenzhen,7,信息技术,703,半导体,70301,半导体,7030101,半导体,,
000671,阳光城,Shenzhen,6,金融地产,605,房地产,60501,房地产开发与园区,6050101,房地产开发,300金融,CSI 300 Financials
000672,上峰水泥,Shenzhen,1,原材料,101,原材料,10103,建筑材料,1010301,水泥,,
000673,当代东方,Shenzhen,3,可选消费,304,传媒,30401,传媒,3040103,电影与娱乐,,
000676,智度股份,Shenzhen,7,信息技术,701,计算机运用,70101,互联网服务,7010101,互联网信息服务,,
000677,恒天海龙,Shenzhen,1,原材料,101,原材料,10102,化学制品,1010205,纤维及树脂,,
000678,襄阳轴承,Shenzhen,3,可选消费,301,汽车与汽车零部件,30101,汽车零配件与轮胎,3010101,汽车零配件,,
000679,大连友谊,Shenzhen,3,可选消费,305,零售业,30503,多元化零售,3050301,百货商店,,
000680,山推股份,Shenzhen,2,工业,201,资本品,20106,机械制造,2010602,工程机械,,
000681,视觉中国,Shenzhen,3,可选消费,304,传媒,30401,传媒,3040103,电影与娱乐,,
000682,东方电子,Shenzhen,2,工业,201,资本品,20104,电气设备,2010401,电气部件与设备,,
000683,远兴能源,Shenzhen,1,原材料,101,原材料,10101,化学原料,1010101,化学原料,,
000685,中山公用,Shenzhen,9,公用事业,901,公用事业,90104,水务,9010401,水务,,
000686,东北证券,Shenzhen,6,金融地产,603,资本市场,60301,资本市场,6030102,投资银行业与经纪业,,
000687,华讯方舟,Shenzhen,2,工业,201,资本品,20101,航空航天与国防,2010101,航空航天与国防,,
000688,国城矿业,Shenzhen,1,原材料,101,原材料,10105,有色金属,1010505,其它有色金属及合金,,
000690,宝新能源,Shenzhen,9,公用事业,901,公用事业,90101,电力,9010104,新能源发电,,
000691,亚太实业,Shenzhen,6,金融地产,605,房地产,60501,房地产开发与园区,6050101,房地产开发,,
000692,惠天热电,Shenzhen,9,公用事业,901,公用事业,90103,供热或其他公用事业,9010301,供热或其他公用事业,,
000695,滨海能源,Shenzhen,2,工业,202,商业服务与用品,20201,商业服务与用品,2020101,商业印刷,,
000697,炼石航空,Shenzhen,2,工业,201,资本品,20101,航空航天与国防,2010101,航空航天与国防,,
000698,沈阳化工,Shenzhen,1,原材料,101,原材料,10101,化学原料,1010101,化学原料,,
000700,模塑科技,Shenzhen,3,可选消费,301,汽车与汽车零部件,30101,汽车零配件与轮胎,3010101,汽车零配件,,
000701,厦门信达,Shenzhen,2,工业,202,商业服务与用品,20201,商业服务与用品,2020104,工业品贸易商,,
000702,正虹科技,Shenzhen,4,主要消费,402,食品、饮料与烟草,40204,农牧渔产品,4020403,其他农产品,,
000703,恒逸石化,Shenzhen,1,原材料,101,原材料,10102,化学制品,1010205,纤维及树脂,300材料,CSI 300 Materials
000705,浙江震元,Shenzhen,5,医药卫生,502,医药生物,50202,制药,5020203,药品经销商,,
000707,ST双环,Shenzhen,1,原材料,101,原材料,10101,化学原料,1010101,化学原料,,
000708,中信特钢,Shenzhen,1,原材料,101,原材料,10106,钢铁,1010601,钢铁,,
000709,河钢股份,Shenzhen,1,原材料,101,原材料,10106,钢铁,1010601,钢铁,300材料,CSI 300 Materials
000710,贝瑞基因,Shenzhen,5,医药卫生,502,医药生物,50201,生物科技,5020101,生物科技,,
000711,京蓝科技,Shenzhen,2,工业,201,资本品,20103,建筑与工程,2010303,园林工程,,
000712,锦龙股份,Shenzhen,6,金融地产,603,资本市场,60301,资本市场,6030102,投资银行业与经纪业,,
000713,丰乐种业,Shenzhen,4,主要消费,402,食品、饮料与烟草,40204,农牧渔产品,4020403,其他农产品,,
000715,中兴商业,Shenzhen,3,可选消费,305,零售业,30503,多元化零售,3050301,百货商店,,
000716,黑芝麻,Shenzhen,4,主要消费,402,食品、饮料与烟草,40202,包装食品与肉类,4020201,包装食品与肉类,,
000717,韶钢松山,Shenzhen,1,原材料,101,原材料,10106,钢铁,1010601,钢铁,,
000718,苏宁环球,Shenzhen,6,金融地产,605,房地产,60501,房地产开发与园区,6050101,房地产开发,,
000719,中原传媒,Shenzhen,3,可选消费,304,传媒,30401,传媒,3040104,出版,,
